Kasus Harian,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
15-Mar-20,,,,,,,19,,,2,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-20,,,1,,,,14,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-20,,,4,,,1,30,,12,2,,,1,,,,,,,,,1,,,,1,1,,,,,,,
19-Mar-20,,,10,,,2,52,,2,4,1,,2,,,,2,,,,,1,3,2,,,1,,,,,,,
20-Mar-20,,3,10,,,-1,5,,15,,6,,7,2,,,1,,,,,,,,,,-1,,,,,,,
21-Mar-20,,,4,,,1,44,,14,2,11,,,,,,,,,,,,,2,,,,,,,,,,
22-Mar-20,,,,,,,40,,4,1,15,,,,1,,,,,,,,,,,,,,1,,2,,,
23-Mar-20,,3,9,,,,44,1,,,,,2,,,,1,,,,,,,,,,,1,,,,,,
24-Mar-20,,,9,,,1,70,,1,4,10,1,,1,,,,1,1,,1,5,,,,,1,,,,1,,,
25-Mar-20,,3,2,,,11,39,,13,19,,,,,1,,,1,,,,,,9,,,,,,,,,,
26-Mar-20,1,,,,,,53,,5,2,8,,,2,,,,,,3,,,,14,1,2,1,,,,4,,,
27-Mar-20,3,,17,,,6,83,,20,3,7,,,,,,,,,2,,,,2,,1,,,,2,,,,
28-Mar-20,,,10,,,,38,,21,12,11,,6,1,,2,,,1,,,,,4,1,,,,,,,,,
29-Mar-20,,1,3,,,,48,,30,8,13,5,,,,,,,,,,,,15,,,1,,,,2,,,
30-Mar-20,,9,22,1,,1,24,1,25,17,1,1,,,4,,1,,,3,,5,,4,,4,1,,,,,,,
31-Mar-20,,,14,1,1,5,41,,16,13,2,,3,2,2,,1,2,3,,,6,,,,,,,,,1,,,
1-Apr-20,,6,11,,,5,62,,21,11,11,1,1,,,,,2,,,1,2,,15,,,,,,,,,,
2-Apr-20,,,8,,,,80,,15,,,,,,,,,,6,,,,,,,,4,,,,,,,
3-Apr-20,,2,6,,1,,74,,2,10,52,,1,3,,6,1,1,1,,,,3,16,2,4,3,,,,6,,,
4-Apr-20,,5,3,,,5,55,,24,7,,,2,,,,,,,,,3,,,,,,,,,2,,,
5-Apr-20,,3,4,,,1,96,,5,,36,,6,,8,,1,,4,,,,,3,,,1,,,,8,,,
6-Apr-20,,7,10,,,6,101,,11,12,1,2,1,9,2,7,,3,,10,2,1,1,30,,1,1,,,,,,,
7-Apr-20,,,7,,,1,135,,80,1,5,,,,,,,,,,3,,,15,,,,,,,,,,
8-Apr-20,1,6,18,,,,101,,22,7,2,,1,,4,1,,,,,,33,4,,,3,,1,2,,12,,,
9-Apr-20,,14,6,1,2,,236,,11,4,27,,,,,,13,6,1,,,,5,10,,,,,,,,,1,
10-Apr-20,,12,25,,,,47,,12,,33,,3,4,7,,,9,4,13,5,,,29,9,5,,,,,,1,,1
11-Apr-20,,4,36,1,,,196,2,32,,11,,,,,,,2,,,,,1,11,5,,3,,,,24,2,,
12-Apr-20,,2,2,,,,96,,29,56,119,3,,,5,,,10,,13,4,6,,44,,,,,8,1,1,,,
13-Apr-20,,5,4,,,16,160,,60,3,54,,,1,,,,,,1,,2,,,,1,4,,,,5,,,
14-Apr-20,,6,4,,,5,130,1,,75,35,,,,3,,5,,1,3,,5,,9,,,,,,,,,,
15-Apr-20,,6,,1,,1,139,1,29,13,24,,,8,12,4,6,,3,7,1,6,8,11,3,,,2,3,,7,2,,
16-Apr-20,,15,16,1,,,196,1,11,8,15,8,9,1,10,8,6,8,15,,,1,2,29,,5,4,,,3,5,,,3
17-Apr-20,,11,11,,,1,154,1,58,5,8,,,1,15,19,19,6,17,7,,,,62,2,,1,,,,9,,,
18-Apr-20,1,7,10,,,3,109,,9,25,33,,10,6,18,3,21,4,30,9,2,,1,11,,,4,,3,,6,,,
19-Apr-20,1,4,3,1,,,108,,55,20,35,,5,5,4,19,,6,5,1,,2,9,27,3,,,,,2,12,,,
20-Apr-20,,5,29,,,2,79,,25,3,,,4,14,,5,,11,,2,,2,,,,,4,,,,,,,
21-Apr-20,,10,,1,4,3,163,5,9,98,13,6,5,7,2,3,2,21,,2,,1,,4,,1,1,,,,11,,,3
22-Apr-20,,2,,,,3,119,,6,30,35,4,1,15,9,,,15,,5,,9,,13,2,,8,,1,5,1,,,
23-Apr-20,,15,,1,,1,133,1,22,59,26,19,5,1,7,,2,7,4,5,11,2,,10,,11,1,2,,5,7,,,
24-Apr-20,1,10,22,,,1,85,4,75,37,26,,11,11,18,,,38,13,10,5,1,4,23,3,,,,,2,6,25,,5
25-Apr-20,1,6,11,,,2,85,3,45,46,80,1,12,6,14,6,,27,13,1,,9,,12,4,,2,,5,1,,2,,2
26-Apr-20,,3,,1,,3,114,11,5,28,15,,8,4,,6,2,15,10,5,4,6,4,8,,4,1,12,,,5,,,1
27-Apr-20,,8,12,,,1,70,,39,17,11,,2,8,4,1,1,11,,19,,,,,,,,,,,10,,,
28-Apr-20,,21,6,,,10,133,,19,16,61,,8,9,,2,3,15,14,23,3,,,13,6,2,1,,,21,26,2,,1
29-Apr-20,,,,,4,1,90,,40,29,15,7,4,6,7,,,9,1,1,1,3,8,12,5,2,1,,1,,12,1,,
30-Apr-20,1,7,16,,,1,82,,3,13,86,,15,18,13,8,,,6,3,1,3,9,26,,,,14,,,16,4,2,
1-May-20,1,13,14,9,,9,142,,,22,76,3,2,11,9,15,,3,6,24,,,,56,1,4,1,1,,5,5,1,,
2-May-20,,2,9,,,10,80,,31,19,3,7,18,1,,7,,17,,10,,,2,30,11,,3,,,1,30,1,,
3-May-20,1,25,5,1,,1,67,6,10,9,80,2,8,,16,,3,19,29,13,,6,,24,,,8,9,,,,,7,
4-May-20,,9,14,,,,79,,193,22,7,3,5,23,3,8,,,,8,,6,,6,,4,5,,,,,,,
5-May-20,,6,12,8,,6,148,5,48,51,47,,1,1,14,1,5,16,14,18,,1,5,33,11,1,3,,,6,7,14,2,
6-May-20,5,,29,,2,1,83,4,20,42,50,17,14,5,13,,1,4,11,17,,11,,25,,8,,,,4,1,,,
7-May-20,,10,8,,,15,85,,61,13,46,5,,2,13,,,11,17,14,,1,,19,5,,5,,,,4,,,4
8-May-20,,13,10,,,6,100,,23,28,17,,27,,8,,2,12,,18,2,15,1,24,,3,3,,9,,13,2,,
9-May-20,,6,18,,23,3,101,15,33,26,135,23,5,1,7,,1,18,51,16,6,22,1,2,,,2,4,,,12,2,,
10-May-20,,5,10,1,,7,134,2,,19,83,2,4,4,10,,,,,13,18,,5,12,8,,2,,,17,31,,,
11-May-20,,3,8,,,6,86,1,56,2,34,,7,7,,1,3,1,,,,17,,,,,1,,,,,,,
12-May-20,,14,18,,3,10,99,,52,9,133,3,3,4,14,,2,8,1,20,3,2,,25,12,,7,,18,,14,,,
13-May-20,,4,21,,,12,183,,7,34,103,6,2,16,14,6,5,5,43,20,8,2,91,55,6,,7,24,,,6,6,3,
14-May-20,,5,13,,2,4,134,1,9,43,91,,8,3,3,,,6,119,32,1,2,,37,9,,6,3,12,18,4,1,,2
15-May-20,,6,29,,11,3,86,3,31,43,58,,13,4,69,3,4,8,17,22,22,,17,31,1,,1,4,,,3,,,1
16-May-20,1,3,4,,3,6,107,10,22,31,184,2,2,,7,12,1,7,,3,9,,6,46,1,,,3,,14,15,1,28,1
17-May-20,,2,24,,9,5,132,1,31,17,47,1,1,,2,2,,6,63,12,,16,2,34,2,1,4,4,22,3,33,,12,1
18-May-20,,11,27,,1,1,49,1,25,8,144,,1,,66,,11,4,16,1,2,7,,66,,16,2,1,23,,,,9,4
19-May-20,,4,21,,1,7,98,3,21,10,81,,3,5,46,5,13,,60,11,10,10,11,47,,1,5,2,,,6,2,3,
20-May-20,,8,1,6,,2,81,5,176,17,119,,6,9,63,,,18,49,8,26,15,,37,,1,1,1,17,1,20,1,5,
21-May-20,,3,54,1,2,6,65,,86,25,502,1,2,13,10,2,,17,28,8,28,23,,34,2,16,1,1,11,4,1,8,3,16
22-May-20,1,6,15,,,5,99,2,40,17,131,7,5,36,15,1,1,54,19,2,18,12,9,71,,4,1,2,22,9,27,,,3
23-May-20,,8,,3,,5,115,,43,54,466,28,3,2,18,,9,10,32,5,3,9,4,59,3,,1,,,10,57,,,2
24-May-20,,6,21,,,1,119,4,46,21,68,,2,16,9,1,4,4,11,35,29,17,,32,,4,1,1,2,1,62,,,9
25-May-20,,2,,,,,75,2,22,2,223,7,,2,3,,,,76,,9,4,,23,,7,,7,1,,11,,3,
26-May-20,,11,18,,,,89,,17,4,57,1,1,12,28,,,10,56,35,26,,,33,,,,11,,2,,1,3,
27-May-20,,8,10,3,,2,97,,27,11,199,7,3,8,73,1,8,49,53,24,16,17,11,29,,2,,1,10,,14,1,,2
28-May-20,1,5,14,,2,,105,,25,10,171,1,1,7,116,,13,25,21,4,16,30,14,46,5,,,9,18,20,3,,,5
29-May-20,,23,14,,1,2,125,,32,14,101,,4,30,74,,3,28,11,,9,38,1,41,,13,6,11,27,6,56,,5,3
30-May-20,,12,13,3,14,3,101,,20,16,199,,6,31,,,18,4,10,11,16,6,,42,,1,,7,,4,18,,1,1
31-May-20,,10,3,1,5,3,118,,30,37,244,5,4,12,26,,1,42,19,15,17,3,3,31,2,1,,7,8,6,17,4,1,25
1-Jun-20,,17,6,,,1,137,,34,14,65,7,2,9,29,,,16,13,,,8,,45,,2,,7,,,50,,5,
2-Jun-20,,5,14,4,1,,60,,18,15,213,,1,9,21,,12,18,24,7,15,1,,44,,1,,14,,4,94,,,14
3-Jun-20,,3,71,12,,,82,,5,23,183,6,12,28,64,,,15,10,9,23,26,7,38,1,,,2,15,,39,,,10
4-Jun-20,,20,10,10,,,94,2,9,24,90,,6,13,109,,10,20,27,11,5,44,1,54,,4,,1,,1,17,,,3
5-Jun-20,,14,24,9,,1,76,2,12,58,141,3,1,15,71,2,4,52,18,13,9,49,5,54,7,1,,1,16,2,43,,,
6-Jun-20,,33,36,17,,4,104,2,10,27,286,5,10,12,34,1,4,41,30,11,79,68,,64,3,2,1,7,7,3,87,,,5
7-Jun-20,,25,10,4,,2,163,,28,51,113,,2,,38,1,1,10,25,8,25,,2,64,20,1,,1,8,1,59,2,,8
8-Jun-20,,12,11,,,3,89,,20,27,365,,9,8,62,,,14,29,,15,2,,110,,1,,,38,,26,,6,
9-Jun-20,,14,15,19,,2,232,,25,32,220,24,13,18,91,1,,8,30,19,41,11,4,180,,3,2,4,8,4,18,,,5
10-Jun-20,2,32,35,2,,1,157,2,50,139,273,11,11,15,127,,,27,41,14,19,17,3,189,,2,,13,13,8,29,1,2,6
11-Jun-20,,19,24,3,,2,128,,44,19,297,,3,15,69,,10,11,42,2,33,45,6,141,,2,,36,,4,19,1,,4
12-Jun-20,,36,35,6,3,10,93,1,19,44,318,22,8,13,60,,,23,33,10,65,88,5,58,,1,,22,59,5,41,1,,32
13-Jun-20,,28,74,4,3,2,121,2,15,70,176,,3,21,123,,1,13,22,3,7,94,2,125,9,12,5,17,13,5,40,,,4
14-Jun-20,5,18,9,8,3,5,117,,17,113,196,1,2,,70,,,11,70,7,7,10,4,133,2,1,,8,21,3,12,1,3,
15-Jun-20,,19,3,,,3,142,,19,116,270,,4,45,66,,15,22,52,,18,60,3,101,1,,1,2,31,1,,,,23
16-Jun-20,,22,34,1,3,1,101,,40,56,245,2,10,26,169,1,,20,50,6,25,25,5,175,1,,,3,44,3,32,,,6
17-Jun-20,10,47,32,2,1,3,127,1,41,115,225,12,5,45,86,,9,21,43,4,35,13,1,84,,3,2,7,24,2,30,1,,
18-Jun-20,1,66,15,,,,173,,52,45,384,,8,36,118,,,30,55,5,25,23,34,166,,2,6,21,17,5,39,5,,
19-Jun-20,,81,4,,2,1,141,3,45,80,140,14,12,,66,2,,14,84,4,23,31,3,207,1,1,8,40,7,3,18,,,6
20-Jun-20,1,37,15,1,9,8,180,,18,98,394,2,6,26,83,2,1,29,41,3,25,58,3,112,,8,,17,37,,12,,,
21-Jun-20,10,37,8,,,3,142,,20,99,91,,11,,94,1,15,5,58,4,44,13,,112,,1,,11,22,2,49,,3,7
22-Jun-20,,30,6,,,,127,,17,49,315,,1,21,89,1,2,11,60,,1,20,2,111,3,,24,20,30,,11,,,3
23-Jun-20,,36,9,,2,3,160,2,31,49,258,15,12,11,27,,,14,16,5,7,117,2,154,3,,27,34,1,,55,,,1
24-Jun-20,4,42,17,,,1,157,,41,76,183,,9,4,90,,3,21,14,3,31,55,1,132,1,2,24,95,37,1,59,1,,7
25-Jun-20,13,56,9,,2,7,196,,32,78,247,,17,10,60,9,7,17,24,2,46,69,,103,1,4,3,80,13,8,59,1,,5
26-Jun-20,3,49,10,,4,3,205,,33,177,356,,10,7,41,9,,23,14,3,46,14,4,172,2,,3,21,7,,20,2,2,
27-Jun-20,8,106,17,1,1,2,203,3,46,197,277,8,11,5,54,4,,21,43,2,55,77,3,146,1,1,,37,14,1,37,4,,
28-Jun-20,2,45,3,,,2,125,,25,188,330,,9,12,73,,2,36,50,3,32,20,,192,2,,1,11,6,2,26,1,,
29-Jun-20,,30,2,3,,,125,,45,198,297,,7,47,39,3,,14,23,,25,13,2,188,,,2,,15,1,3,,,
30-Jun-20,1,49,9,,,7,190,,81,153,331,,8,13,106,2,,21,26,1,27,71,18,89,3,2,,9,16,2,51,1,,6
1-Jul-20,6,34,10,3,4,1,217,,54,173,185,15,7,37,75,,9,11,29,16,20,50,42,130,,1,1,147,7,3,96,2,,
2-Jul-20,,113,8,,1,6,190,,64,153,374,,6,15,114,,5,15,42,8,30,89,59,165,,2,1,65,13,2,70,2,5,7
3-Jul-20,1,66,21,2,6,4,140,,28,134,353,,13,50,110,,3,23,36,10,19,33,11,180,,,4,10,7,5,26,1,,5
4-Jul-20,,91,13,4,1,1,223,,88,110,413,,13,8,73,,1,28,49,2,14,44,4,195,5,,1,1,7,4,42,4,,8
5-Jul-20,,52,5,2,4,6,257,3,106,208,552,3,27,28,44,,2,19,50,13,16,11,3,136,,2,1,,18,2,37,,,
6-Jul-20,,51,12,6,,8,232,,126,127,308,,13,8,64,,,32,71,,10,20,2,84,,6,1,,10,10,6,,,2
7-Jul-20,1,40,6,2,3,7,190,1,79,140,280,5,6,18,67,,,30,30,5,34,23,3,218,,,1,14,26,1,30,3,,5
8-Jul-20,1,31,13,,7,3,357,,96,205,366,,14,15,123,,5,23,63,,90,156,7,166,2,1,,70,7,,17,2,3,10
9-Jul-20,1,53,11,,4,8,284,1,962,120,517,3,6,23,108,8,3,29,56,5,126,108,6,130,,1,2,40,8,6,27,1,,
10-Jul-20,,86,8,,3,7,260,,105,100,246,,19,35,64,,,36,93,6,134,112,7,132,,2,,24,13,4,80,5,,30
11-Jul-20,9,37,7,1,4,7,378,,73,100,409,,31,26,79,,6,40,36,3,67,87,2,180,,,1,21,6,6,23,3,,29
12-Jul-20,7,48,12,,1,1,404,,50,70,518,3,17,39,77,,5,30,49,6,23,39,2,173,,3,1,8,10,4,63,4,,14
13-Jul-20,,62,6,,,8,281,,83,100,219,5,5,26,72,1,,23,50,,20,44,7,124,,1,3,13,26,,98,1,,4
14-Jul-20,4,101,9,2,5,8,268,2,74,80,353,,27,32,161,,5,21,51,3,17,130,3,197,1,,3,2,,6,1,3,,22
15-Jul-20,27,63,3,1,2,9,260,1,75,261,165,,34,,109,,4,26,30,2,44,99,10,158,1,6,,39,20,,60,6,,7
16-Jul-20,3,112,17,,1,8,312,,40,214,179,4,24,12,133,,,30,48,1,28,97,9,178,,4,5,27,6,4,52,2,,24
17-Jul-20,5,86,9,,2,4,253,1,52,238,255,,43,58,101,1,,21,67,7,28,83,14,83,,1,5,11,2,5,18,,,9
18-Jul-20,,71,8,1,6,8,346,6,60,266,204,,25,,107,,3,23,67,4,54,147,21,168,,9,5,33,1,38,56,4,10,1
19-Jul-20,1,55,17,,2,16,313,,27,300,275,,20,75,109,,1,31,46,9,47,14,12,158,1,2,11,8,31,2,49,1,,6
20-Jul-20,2,36,8,4,,6,361,,60,354,237,,25,,52,1,,34,42,2,64,15,48,125,,,15,2,19,27,39,7,3,105
21-Jul-20,1,75,8,,,28,433,2,61,121,283,,71,13,92,,,18,58,8,38,42,36,93,,1,23,39,19,3,6,1,3,79
22-Jul-20,2,78,4,1,4,21,392,2,32,319,265,,30,36,133,,4,12,37,10,77,169,14,150,,5,38,8,,5,32,2,,
23-Jul-20,7,62,10,1,10,10,470,,60,295,357,,40,27,116,1,,33,16,3,43,100,27,120,4,9,2,9,12,10,46,2,,4
24-Jul-20,4,62,12,3,1,23,297,2,91,124,496,,38,45,90,,2,28,46,3,42,57,23,85,1,,12,27,,1,68,4,,74
25-Jul-20,6,56,5,1,4,17,376,1,73,191,310,6,62,67,118,48,3,33,17,12,54,51,17,136,,1,5,37,6,1,40,12,,102
26-Jul-20,,43,14,2,,7,384,,51,76,283,,32,45,116,,1,20,23,5,47,19,16,133,1,3,11,32,30,4,57,5,8,24
27-Jul-20,,62,10,3,,15,467,,45,210,273,,18,21,33,,,23,24,,50,48,1,110,,2,4,14,,4,56,1,,31
28-Jul-20,25,30,9,,10,14,409,,128,185,313,16,66,24,93,2,7,20,21,5,44,80,,132,4,,27,38,22,1,17,2,,4
29-Jul-20,45,61,15,2,2,15,577,15,96,313,359,,57,,102,,8,40,34,17,58,241,7,128,1,,6,31,1,16,26,6,,102
30-Jul-20,74,50,29,,2,23,397,2,147,161,288,,70,24,86,12,,36,57,16,87,68,6,95,,3,11,6,24,17,33,22,,58
31-Jul-20,103,47,34,,3,64,430,6,71,235,317,6,49,28,128,3,77,43,30,41,78,104,,76,,,19,,,3,38,7,,
1-Aug-20,,41,23,,1,67,368,6,52,143,235,,7,31,62,1,44,,10,,68,31,5,130,,,1,13,31,18,28,2,,142
2-Aug-20,16,40,12,,17,19,377,1,53,73,180,,83,17,32,,2,50,17,9,20,174,,95,6,16,10,14,11,9,27,6,6,127
3-Aug-20,2,41,21,3,,12,472,,56,95,478,,22,14,46,,,35,11,17,78,57,2,97,,26,50,5,,,,1,,38
4-Aug-20,7,49,33,,3,12,410,19,94,60,430,,60,53,119,3,,21,35,13,30,68,70,117,,,71,6,11,11,50,2,,65
5-Aug-20,2,39,23,1,1,17,354,5,125,149,417,,67,5,54,,7,26,63,19,18,130,33,127,2,1,29,7,29,10,11,3,1,40
6-Aug-20,41,27,32,,1,18,556,,83,115,286,7,36,25,67,4,,27,49,32,28,86,59,182,,1,15,7,46,11,17,20,,4
7-Aug-20,53,38,34,3,,19,665,12,152,232,378,3,98,37,57,,17,15,21,41,18,216,27,88,1,4,35,31,71,44,23,2,,38
8-Aug-20,,38,22,,3,16,686,5,240,88,429,,35,66,82,1,9,24,52,23,20,101,20,107,,4,50,47,6,15,,8,,80
9-Aug-20,44,59,24,1,9,8,440,,179,140,408,13,53,30,98,2,8,27,19,38,44,25,22,90,,,26,4,32,1,42,,,7
10-Aug-20,96,38,23,2,1,14,435,,33,68,296,6,45,43,50,2,21,26,19,36,72,129,,77,,9,41,6,15,5,21,,,58
11-Aug-20,,45,19,,5,4,462,,95,86,291,4,128,31,71,3,17,22,22,13,36,207,32,54,,2,16,11,2,1,1,7,3,3
12-Aug-20,72,30,49,,2,20,529,5,109,179,303,9,46,6,53,4,27,24,43,27,13,109,24,90,4,2,32,18,20,13,26,,7,47
13-Aug-20,,35,37,,4,11,608,,111,204,341,10,23,44,45,9,14,13,27,42,125,94,30,81,,7,68,8,39,24,31,5,,8
14-Aug-20,92,53,21,2,10,35,538,7,361,192,418,5,98,20,55,,12,24,39,42,61,69,33,37,3,5,29,12,10,,9,12,,3
15-Aug-20,25,44,33,2,3,46,583,3,237,131,436,3,56,37,62,13,22,22,36,37,50,195,28,102,,,41,10,32,6,,7,3,40
16-Aug-20,11,41,43,5,2,33,518,,83,168,488,,86,,100,3,10,15,29,13,21,51,35,156,,9,24,2,47,4,77,1,,6
17-Aug-20,168,45,17,2,,16,552,20,45,36,336,,116,27,90,1,7,22,1,26,6,17,14,97,4,2,34,3,26,2,10,12,,67
18-Aug-20,25,48,63,2,1,18,513,,45,118,312,5,93,43,40,,,23,9,37,27,130,1,39,1,,22,2,9,13,,1,,33
19-Aug-20,63,62,47,3,6,31,551,5,104,131,335,4,91,,82,3,15,24,45,26,21,78,,32,5,3,11,10,23,14,21,2,,54
20-Aug-20,5,72,23,1,,48,594,,199,168,371,15,28,33,181,5,1,21,24,44,65,59,60,59,,6,47,5,58,6,67,1,,
21-Aug-20,4,76,36,2,1,25,657,21,93,96,458,29,195,23,74,2,21,24,49,45,50,21,22,98,2,1,35,,,3,14,8,,12
22-Aug-20,70,78,42,4,1,15,588,3,134,100,321,33,129,34,78,1,,14,54,37,71,73,11,61,1,3,63,9,4,4,33,16,5,
23-Aug-20,,67,32,2,,15,615,,68,188,279,33,80,62,81,9,44,18,34,68,30,78,13,33,2,6,42,4,54,2,,5,1,72
24-Aug-20,30,63,61,,1,14,633,,137,152,320,12,44,17,61,8,11,14,32,26,2,37,4,46,1,3,42,4,8,10,83,1,,
25-Aug-20,20,74,32,3,11,41,637,7,250,198,363,27,141,11,82,3,11,17,45,77,44,134,38,52,,4,40,1,65,,,7,1,11
26-Aug-20,30,76,29,4,3,16,713,8,178,147,331,,134,8,54,1,8,28,21,87,15,137,37,70,,2,42,30,6,52,36,2,1,
27-Aug-20,108,82,59,,2,42,760,7,154,252,367,6,206,18,39,,50,21,25,41,39,104,50,42,,5,99,16,33,9,23,6,1,53
28-Aug-20,50,93,42,,24,20,869,6,526,242,417,,97,,68,12,36,23,57,26,34,86,49,76,1,2,66,15,4,6,26,16,2,12
29-Aug-20,97,88,60,,3,47,861,,287,180,641,16,200,18,111,6,39,42,56,88,65,103,38,85,1,4,79,,27,20,36,4,,6
30-Aug-20,54,89,45,4,11,24,1094,,103,138,466,18,197,25,64,3,,1,40,90,82,39,26,29,,7,134,18,20,6,25,5,1,
31-Aug-20,33,129,31,,,28,1049,,145,179,323,,124,41,32,2,90,14,53,89,15,58,1,108,2,6,107,2,25,55,,2,,
1-Sep-20,16,160,26,,6,20,901,,215,200,350,8,61,37,69,8,27,16,32,83,45,115,42,79,1,4,78,6,43,24,66,1,2,34
2-Sep-20,48,169,68,,4,29,1054,1,203,264,385,6,72,,59,4,47,14,34,88,15,182,15,137,1,11,107,5,10,5,11,,12,15
3-Sep-20,97,174,34,1,8,33,1359,,238,242,377,15,157,51,111,26,36,14,63,44,34,141,6,50,4,14,106,7,51,25,28,6,9,61
4-Sep-20,90,196,22,2,3,18,880,1,385,190,350,11,281,53,49,4,65,9,35,65,30,125,32,77,,4,130,9,43,27,72,,2,9
5-Sep-20,61,165,49,,5,21,877,,228,258,326,6,128,,81,9,17,33,42,70,18,162,16,154,3,12,178,,60,7,101,17,2,22
6-Sep-20,78,141,85,1,22,11,1176,,173,233,303,13,186,51,103,8,,19,15,244,12,81,29,209,,12,140,,80,13,,,2,4
7-Sep-20,19,173,77,,,14,1046,,204,264,307,,62,67,77,5,53,8,70,44,1,92,,11,,3,133,9,20,32,74,,,15
8-Sep-20,12,164,59,7,3,24,1014,,336,237,401,7,86,,66,7,24,20,41,115,21,107,11,51,5,11,113,4,42,1,14,16,3,24
9-Sep-20,98,174,37,2,3,50,1004,4,288,281,370,12,80,44,98,1,53,15,38,110,22,132,24,118,4,22,138,10,22,18,,15,4,16
10-Sep-20,106,111,42,11,3,50,1274,1,335,375,381,5,90,36,77,2,28,11,66,104,18,146,26,168,,21,194,1,20,11,114,6,,28
11-Sep-20,145,144,46,7,30,49,964,5,272,566,362,8,152,33,74,2,17,9,55,37,21,131,34,151,8,2,182,7,117,49,54,2,,2
12-Sep-20,124,135,21,5,28,43,1205,5,291,386,384,11,153,46,97,5,21,13,73,103,20,121,33,52,1,44,224,3,12,67,62,3,4,11
13-Sep-20,212,113,50,8,8,49,1380,2,157,282,249,7,174,36,33,4,33,16,33,123,44,103,35,56,2,,212,14,57,,84,8,20,32
14-Sep-20,153,86,55,,1,33,879,,203,171,343,26,123,,141,5,19,22,27,118,16,94,21,185,,60,128,5,31,99,96,1,,
15-Sep-20,140,68,62,1,9,26,1076,10,347,198,378,4,51,57,77,5,8,20,40,128,6,249,58,107,1,29,145,16,16,51,65,4,39,16
16-Sep-20,95,49,138,11,4,48,1294,14,293,340,372,19,217,64,11,2,22,9,57,116,11,126,60,164,4,22,183,10,19,42,126,2,13,6
17-Sep-20,109,63,121,10,30,41,1113,6,353,293,327,22,169,,36,2,34,19,58,119,30,117,35,120,2,21,225,6,3,55,73,5,13,5
18-Sep-20,116,51,141,1,13,53,1258,7,341,198,485,15,119,55,25,2,88,20,60,134,20,125,17,159,11,7,225,1,7,54,58,2,11,12
19-Sep-20,175,85,128,4,7,74,988,14,470,271,379,21,111,50,78,3,45,53,38,159,22,97,59,167,8,21,303,19,41,48,205,1,2,22
20-Sep-20,68,121,179,1,6,70,1138,14,427,303,336,6,60,44,85,1,12,19,71,106,41,95,68,174,23,13,298,,15,60,50,19,6,60
21-Sep-20,99,139,121,1,,64,1352,,680,238,368,1,178,28,82,3,85,25,47,181,22,100,36,36,1,10,160,19,49,21,27,1,,2
22-Sep-20,91,108,129,8,5,67,1236,,575,228,341,11,114,,85,11,23,11,48,201,12,98,38,121,9,24,253,3,37,71,73,25,11,4
23-Sep-20,50,130,216,14,31,63,1133,9,516,257,338,6,196,92,82,29,117,24,110,204,6,87,90,124,14,16,188,21,2,87,138,10,17,48
24-Sep-20,56,119,130,1,7,22,1044,4,804,434,343,16,195,39,63,18,11,39,83,302,22,96,71,165,4,21,231,4,,,266,6,18,
25-Sep-20,91,144,111,1,11,61,1171,10,734,331,293,34,392,43,33,6,147,18,44,208,33,94,79,169,6,15,195,6,,146,110,21,21,45
26-Sep-20,191,63,135,1,10,41,1322,16,386,364,279,11,219,,40,7,93,28,60,141,22,98,180,193,21,12,262,3,73,131,77,4,6,5
27-Sep-20,73,80,105,,45,20,1217,21,437,258,220,11,140,11,77,6,55,19,82,216,25,97,82,120,,15,203,,,39,113,46,8,33
28-Sep-20,79,107,127,,2,39,898,21,489,304,284,,114,64,40,4,12,17,51,206,7,85,17,59,18,10,254,4,,64,46,,,87
29-Sep-20,146,106,82,10,18,49,1238,23,316,275,276,17,114,85,52,2,18,7,58,254,12,88,39,147,9,24,236,7,88,34,,156,4,12
30-Sep-20,83,133,144,14,28,36,1159,23,446,230,294,8,213,11,59,2,34,27,110,101,31,102,43,78,8,19,352,6,,47,322,21,18,82
1-Oct-20,112,141,100,10,20,37,1253,21,559,299,314,29,131,46,55,6,16,30,40,192,18,111,48,119,30,13,265,2,44,31,61,10,5,6
2-Oct-20,188,130,82,16,9,20,1198,24,544,344,283,6,319,29,76,7,23,26,72,114,25,89,79,74,10,25,181,7,117,47,122,5,10,16
3-Oct-20,73,105,135,19,2,72,1265,13,343,372,308,6,117,38,83,7,33,22,70,285,21,86,43,43,11,10,172,1,,46,186,11,9,
4-Oct-20,67,111,169,5,4,19,1398,22,248,314,249,19,228,18,56,6,37,26,46,255,25,83,34,68,5,9,163,,64,87,91,9,16,41
5-Oct-20,70,83,139,12,24,22,1022,25,503,365,237,2,117,28,44,2,39,21,23,216,19,89,3,17,1,37,298,2,22,15,100,1,1,23
6-Oct-20,118,99,100,5,6,20,1107,29,508,400,282,41,200,14,72,5,29,23,71,86,35,98,92,46,24,27,131,,68,114,192,12,2,
